,time,signal
339,1345.1124497991968,0.24
340,1365.1887550200802,0.44
341,1365.1887550200802,0.18
342,1365.1887550200802,0.35
343,1365.1887550200802,0.2
344,1365.1887550200802,0.34
345,1385.2650602409637,0.34
346,1385.2650602409637,0.25
347,1385.2650602409637,0.2
348,1385.2650602409637,0.3
349,1385.2650602409637,0.28
350,1405.3413654618473,0.44
351,1405.3413654618473,0.35
352,1405.3413654618473,0.43
353,1405.3413654618473,0.11
354,1405.3413654618473,0.18
355,1425.4176706827309,0.01
356,1425.4176706827309,0.39
357,1425.4176706827309,0.35
358,1425.4176706827309,0.08
359,1425.4176706827309,0.23
360,1445.4939759036145,0.2
361,1445.4939759036145,0.31
362,1445.4939759036145,0.03
363,1445.4939759036145,0.02
364,1445.4939759036145,0.41
365,1465.570281124498,0.33
366,1465.570281124498,0.3
367,1465.570281124498,0.11
368,1465.570281124498,0.36
369,1465.570281124498,0.2
370,1485.6465863453814,0.26
371,1485.6465863453814,0.04
372,1485.6465863453814,0.33
373,1485.6465863453814,0.41
374,1485.6465863453814,0.37
375,1505.722891566265,0.21
376,1505.722891566265,0.4
377,1505.722891566265,0.02
378,1505.722891566265,0.07
379,1505.722891566265,0.23
380,1525.7991967871485,0.42
381,1525.7991967871485,0.34
382,1525.7991967871485,0.24
383,1525.7991967871485,0.19
384,1525.7991967871485,0.16
385,1545.875502008032,0.36
386,1545.875502008032,0.15
387,1545.875502008032,0.29
388,1545.875502008032,0.41
389,1545.875502008032,0.28
390,1565.9518072289156,0.37
391,1565.9518072289156,0.37
392,1565.9518072289156,0.39
393,1565.9518072289156,0.06
394,1565.9518072289156,0.3
395,1586.0281124497992,0.43
396,1586.0281124497992,0.41
397,1586.0281124497992,0.39
398,1586.0281124497992,0.42
399,1586.0281124497992,0.42
400,1606.1044176706828,0.04
401,1606.1044176706828,0.38
402,1606.1044176706828,0.4
403,1606.1044176706828,0.06
404,1606.1044176706828,0.02
405,1626.1807228915661,0.44
406,1626.1807228915661,0.41
407,1626.1807228915661,0.45
408,1626.1807228915661,0.2
409,1626.1807228915661,0.4
410,1646.2570281124497,0.31
411,1646.2570281124497,0.39
412,1646.2570281124497,0.24
413,1646.2570281124497,0.38
414,1646.2570281124497,0.17
415,1666.3333333333333,0.26
416,1666.3333333333333,0.06
417,1666.3333333333333,0.01
418,1666.3333333333333,0.05
419,1666.3333333333333,0.41
420,1686.4096385542168,0.13
421,1686.4096385542168,0.19
422,1686.4096385542168,0.38
423,1686.4096385542168,0.04
424,1686.4096385542168,0.04
425,1706.4859437751004,0.38
426,1706.4859437751004,0.41
427,1706.4859437751004,0.37
428,1706.4859437751004,0.13
429,1706.4859437751004,0.08
