,x,y
942,4760.0,0.97
943,4760.0,1.0
944,4760.0,0.94
945,4780.0,1.0
946,4780.0,0.99
947,4780.0,0.94
948,4780.0,1.0
949,4780.0,0.97
950,4800.0,0.92
951,4800.0,0.97
952,4800.0,0.97
953,4800.0,0.98
954,4800.0,0.94
955,4820.0,0.95
956,4820.0,0.96
957,4820.0,0.98
958,4820.0,0.99
959,4820.0,1.0
960,4840.0,0.92
961,4840.0,0.96
962,4840.0,1.0
963,4840.0,0.95
964,4840.0,0.95
965,4860.0,0.94
966,4860.0,0.99
967,4860.0,0.89
968,4860.0,0.99
969,4860.0,0.96
970,4880.0,1.0
971,4880.0,0.93
972,4880.0,1.0
973,4880.0,1.0
974,4880.0,0.93
975,4900.0,0.93
976,4900.0,0.93
977,4900.0,0.97
978,4900.0,0.99
979,4900.0,0.99
980,4920.0,0.92
981,4920.0,0.98
982,4920.0,0.96
983,4920.0,0.99
984,4920.0,1.0
985,4940.0,0.99
986,4940.0,0.94
987,4940.0,0.93
988,4940.0,0.97
989,4940.0,0.96
990,4960.0,0.93
991,4960.0,0.89
992,4960.0,0.91
993,4960.0,1.0
994,4960.0,1.0
995,4980.0,0.94
996,4980.0,0.96
997,4980.0,0.96
998,4980.0,1.0
999,4980.0,0.96
